VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
1,2024-03-31 07:36:42,2024-03-31 07:37:42,3,1.8757389887672693,1,N,96,136,2,6.407429666186376,0.0,0.5,1.074148130010373,0.0,0.3,8.281577796196748,40.75168642504347,-73.98191617339573,40.75748584572973,-73.98747091287042
2,2024-03-29 21:06:53,2024-03-29 21:07:53,1,9.179640255341132,1,N,8,186,2,27.338577903762364,1.5,0.5,6.57748095914377,0.0,0.3,36.21605886290614,40.643510638211396,-73.77418342396814,40.62398807115654,-73.818
2,2024-03-04 20:08:35,2024-03-04 20:10:15,2,5.48518499159294,1,N,69,95,1,15.073526609110335,2.0,0.5,0.0,0.0,0.3,17.873526609110336,40.752966053260856,-73.98364552863194,40.748331870403455,-73.99989632312615
1,2024-03-14 18:39:12,2024-03-14 18:40:12,2,5.563582612109918,1,N,222,248,1,17.04887462980303,1.5,0.5,3.3308487342668793,0.0,0.3,22.67972336406991,40.70694617826654,-74.00575571885875,40.688083137892555,-74.00395475666566
1,2024-03-09 02:18:17,2024-03-09 02:19:54,1,4.901972556821868,2,N,249,9,1,16.385774352084237,0.0,0.5,2.808336006530058,0.0,0.3,19.994110358614297,40.75623386270748,-73.98722312618261,40.7555093110488,-73.9725347231754
1,2024-03-28 15:06:48,2024-03-28 15:07:48,2,14.582518915519897,1,N,154,18,1,44.41176787476258,0.5,0.5,8.697227768800197,0.0,0.3,54.408995643562776,40.78465820264088,-73.8790266613083,40.75851669384759,-73.87681521754442
1,2024-03-17 19:01:47,2024-03-17 19:02:47,1,0.8152629901305319,1,N,178,74,1,4.584868561405372,1.0,0.5,0.0,0.0,0.3,6.384868561405372,40.74754173478036,-73.97245534121981,40.739827690590985,-73.9727117758293
2,2024-03-24 17:02:16,2024-03-24 17:03:16,6,1.1756091237408757,1,N,239,19,1,5.987493025016109,1.0,0.5,0.0,0.0,0.3,7.787493025016109,40.7143477974238,-73.99773998942852,40.71987605068366,-73.99034566134247
2,2024-03-03 23:00:29,2024-03-03 23:01:29,1,2.9385371877553146,1,N,257,87,1,10.629669969207615,1.0,0.5,2.5382484377350325,0.0,0.3,14.967918406942648,40.74816346838739,-73.98083821223301,40.737188292492284,-73.95428949792893
2,2024-03-04 13:25:12,2024-03-04 13:26:12,3,8.224289197463529,1,N,149,151,1,25.51239093964886,0.5,0.5,4.7942093947828734,0.0,0.3,31.606600334431732,40.71376870950334,-74.01507419276642,40.71070545300871,-74.05088505439132
2,2024-03-15 06:09:35,2024-03-15 06:10:35,1,6.514211199015392,1,N,214,5,1,19.545900773312486,1.0,0.5,3.0815343850254973,0.0,0.3,24.427435158337985,40.71322954009209,-74.0154610225239,40.71367669161787,-73.99738102539997
2,2024-03-29 08:25:56,2024-03-29 08:27:40,1,3.755288642090934,1,N,135,31,2,12.624942847617065,0.0,0.5,2.7373753821175626,0.0,0.3,16.16231822973463,40.735033405210864,-73.98595748339262,40.75210298563808,-73.97550104399915
2,2024-03-28 22:01:01,2024-03-28 22:02:01,1,5.792910073325823,1,N,196,252,2,17.60196291607359,1.0,0.5,0.0,0.0,0.3,19.40196291607359,40.749854444709854,-73.98980796801608,40.75043371009288,-73.98950590021819
2,2024-03-29 06:20:28,2024-03-29 06:22:10,2,14.850928699831552,1,N,103,28,1,42.469564558594534,0.0,0.5,10.205631605622237,0.0,0.3,53.47519616421677,40.76864509721672,-73.88311537851595,40.76273264632053,-73.88897109635543
2,2024-03-11 17:30:17,2024-03-11 17:31:21,1,3.29394364035281,1,N,112,252,1,7.83496331932804,1.0,0.5,1.9031069035102022,0.0,0.3,11.538070222838243,40.75777325417544,-73.97676556892529,40.763763607577616,-74.0052092496231
2,2024-03-05 17:25:20,2024-03-05 17:27:13,3,1.3247285922640757,1,N,155,225,1,8.660066689469224,1.5,0.5,1.667642418833965,0.0,0.3,12.62770910830319,40.76297236006638,-74.00056931352452,40.77309685366422,-74.0132027301814
2,2024-03-25 14:14:13,2024-03-25 14:17:49,1,0.5670306829981614,1,N,150,18,2,6.8058127846965135,0.0,0.5,1.2556063742886427,0.0,0.3,8.861419158985155,40.74918725763418,-73.98643025656303,40.73176344898342,-74.00691201161253
2,2024-03-30 23:42:44,2024-03-30 23:43:44,1,15.30805783454194,1,N,29,53,2,42.35576225073241,1.0,0.5,0.0,10.993412643475912,0.3,55.14917489420832,40.63905774954515,-73.77402410154558,40.622679333778045,-73.818
2,2024-03-04 04:57:38,2024-03-04 04:59:54,2,1.4280666463212044,1,N,18,79,1,9.939320294867596,0.0,0.5,1.9204879287615781,0.0,0.3,12.659808223629174,40.758729624003266,-73.97378360996271,40.760613591341496,-73.94419783478362
2,2024-03-09 20:42:15,2024-03-09 20:43:15,1,22.03841360218805,1,N,237,4,1,66.13708497429516,1.0,0.5,16.13139280419448,13.201851441393334,0.3,97.27032921988297,40.639210038831834,-73.79254283880411,40.659972932937414,-73.818
2,2024-03-02 06:15:53,2024-03-02 06:16:53,3,1.769544184084288,1,N,228,228,2,8.033165918027208,0.0,0.5,1.8859573277686428,0.0,0.3,10.719123245795853,40.76220444477246,-73.99242047391375,40.75709104094196,-74.0082299132662
1,2024-03-03 19:19:18,2024-03-03 19:20:24,1,17.34873808424546,1,N,31,183,1,51.33149701972362,1.0,0.5,10.672346813362811,12.430878232931041,0.3,76.23472206601747,40.755396785713025,-73.97930082979781,40.77095552887503,-74.01701664832242
1,2024-03-18 09:14:22,2024-03-18 09:16:01,1,0.6698638281476571,1,N,135,198,2,3.0,0.0,0.5,0.479759659937376,0.0,0.3,4.279759659937376,40.718422087340734,-74.01104935683999,40.737896463161555,-74.03458345938296
2,2024-03-19 21:03:20,2024-03-19 21:04:50,1,3.11660108286532,1,N,190,203,2,9.546932555572148,1.0,0.5,0.0,0.0,0.3,11.346932555572149,40.752262181605616,-73.99523714886406,40.77347128616406,-74.03561570592437
2,2024-03-29 13:38:51,2024-03-29 13:39:51,3,1.5825907089393516,1,N,5,152,1,6.926883261454863,0.0,0.5,0.0,0.0,0.3,7.726883261454863,40.749364712335804,-74.00271893359698,40.726225295592286,-74.02769963828221
1,2024-03-31 22:13:21,2024-03-31 22:14:21,1,10.488092910225125,1,N,87,59,1,33.79435444567454,1.0,0.5,6.370268956040707,0.0,0.3,41.964623401715244,40.76295576565974,-73.99255754737749,40.78504144788886,-73.98296532240425
2,2024-03-05 07:22:57,2024-03-05 07:24:15,1,5.0634423872091165,1,N,228,115,2,16.983391272054565,0.5,0.5,3.68110207971189,0.0,0.3,21.964493351766457,40.7462153933797,-73.9865150067557,40.76662200668671,-73.97242755509728
1,2024-03-14 19:59:25,2024-03-14 20:01:04,5,5.890938277774974,1,N,173,87,2,15.988329704171635,1.5,0.5,3.352667551782394,0.0,0.3,21.640997255954026,40.7131522979533,-74.00788937508801,40.72282329738013,-74.0372764468577
2,2024-03-20 09:33:16,2024-03-20 09:34:16,2,3.4883190964146067,1,N,50,199,2,13.497165950439813,0.5,0.5,0.0,0.0,0.3,14.797165950439814,40.76467315508505,-73.98722612745598,40.75973676018181,-74.02203369541776
1,2024-03-13 17:41:55,2024-03-13 17:44:15,1,29.971261559132476,1,N,205,254,2,85.47315487288144,1.0,0.5,14.933502406637327,8.412350873586114,0.3,110.61900815310487,40.77330281526052,-73.88202248194597,40.77137909224616,-73.89988661297677
2,2024-03-15 19:55:47,2024-03-15 19:56:50,1,1.5522256263192835,1,N,114,214,1,6.1277182287529595,2.0,0.5,0.0,0.0,0.3,8.92771822875296,40.75868572876177,-73.98822858075064,40.76245766055767,-73.96975025686635
2,2024-03-17 19:25:58,2024-03-17 19:26:58,1,1.6379264832814302,1,N,43,265,1,5.199544801775755,1.5,0.5,0.9646666962129786,0.0,0.3,8.464211497988734,40.71604107490794,-74.01263333494062,40.72555038133293,-74.02984729915225
1,2024-03-21 16:00:10,2024-03-21 16:01:10,2,28.52190330239158,1,N,111,27,1,84.47358054159193,1.5,0.5,18.152188318052772,11.944040504945692,0.3,116.8698093645904,40.64951617442937,-73.77552101473516,40.632520990550894,-73.818
2,2024-03-06 01:50:58,2024-03-06 01:52:11,5,3.136917690284498,1,N,121,4,2,11.666977332502125,1.0,0.5,2.1083621079512085,0.0,0.3,15.575339440453334,40.755444705537506,-73.9810257457403,40.73709312059306,-73.97399164563757
2,2024-03-23 06:22:25,2024-03-23 06:23:25,2,4.538640088747294,1,N,144,249,1,18.97688473655852,0.5,0.5,3.8073877452460705,0.0,0.3,24.084272481804593,40.75568526399821,-73.98187307479363,40.779443817636725,-73.99225282200493
2,2024-03-13 09:36:27,2024-03-13 09:37:59,1,2.688528699922768,1,N,143,234,2,10.028225869075863,0.0,0.5,1.663785198027856,0.0,0.3,12.49201106710372,40.71561663309663,-74.01475017120997,40.72525596087244,-74.02965942370977
2,2024-03-14 09:13:05,2024-03-14 09:15:13,1,1.4774209245244876,1,N,115,177,1,7.865970071046355,0.0,0.5,0.0,0.0,0.3,8.665970071046356,40.759042964820296,-73.98283113353226,40.75819624282402,-73.99426560105412
